8.574699960381021810e+02,3.728221574213991403e+02,8.422621322465963658e+02,3.714016191543740888e+02,8.336312649634367062e+02,3.716945635293353121e+02,1.949305000000000000e+06,1.500000000000000000e+01
8.525880114328220998e+02,3.713732687202638090e+02,8.365682275440044577e+02,3.695392868610581445e+02,8.276081680804843472e+02,3.701817754981347548e+02,1.974271000000000000e+06,1.600000000000000000e+01
8.139355785074124014e+02,3.618211962357304969e+02,8.056060342619416588e+02,3.631391413506210597e+02,8.331126088525276145e+02,3.626943232685352996e+02,2.074257000000000000e+06,2.000000000000000000e+01
8.281618482058991049e+02,3.605726900838533311e+02,8.094698836717636823e+02,3.602383439700334407e+02,8.001292497852414272e+02,3.616058691473234603e+02,2.099248000000000000e+06,2.100000000000000000e+01
7.724017470321334713e+02,3.563887073333493163e+02,7.812727263591673363e+02,3.542856674673384418e+02,7.972479225406470960e+02,3.520508424546687252e+02,2.224206000000000000e+06,2.500000000000000000e+01
7.656146403032187209e+02,3.561077274009792291e+02,7.749723446890307059e+02,3.536345743492365159e+02,7.931883615343224392e+02,3.512113964833956175e+02,2.249192000000000000e+06,2.600000000000000000e+01
5.131558883514293257e+02,2.925062594289184972e+02,5.197871433867622954e+02,2.901030712990220195e+02,5.358053482278990032e+02,2.892197005379859434e+02,3.198842000000000000e+06,6.300000000000000000e+01
5.087197199559067826e+02,2.906947632058087834e+02,5.153342929424865133e+02,2.885462987804843351e+02,5.301822005430612990e+02,2.868414566279785731e+02,3.223831000000000000e+06,6.400000000000000000e+01
5.037866413633238380e+02,2.889669115493194340e+02,5.101616332278186974e+02,2.870533222600311660e+02,5.244914284643564315e+02,2.848025487098192912e+02,3.248825000000000000e+06,6.500000000000000000e+01
4.989990552018278436e+02,2.877643883073910729e+02,5.049610928348095058e+02,2.856272990717496327e+02,5.196164571789250886e+02,2.832782964147275493e+02,3.273817000000000000e+06,6.600000000000000000e+01
4.426616478534707539e+02,3.020022095677093716e+02,4.423918930430213550e+02,2.960162017108949044e+02,4.418831885450680375e+02,2.856420488065248833e+02,3.648676000000000000e+06,8.000000000000000000e+01
4.413952555126041375e+02,3.039873773557660570e+02,4.402933145828621946e+02,2.977362317423811078e+02,4.382707908878329022e+02,2.868700704917096687e+02,3.673664000000000000e+06,8.100000000000000000e+01
4.403765778216201738e+02,3.063793753397152386e+02,4.385019505805794893e+02,2.998981176099688923e+02,4.348262900558981983e+02,2.886825096807829141e+02,3.698657000000000000e+06,8.200000000000000000e+01
4.397125022691947152e+02,3.089991725701459018e+02,4.369775987475612169e+02,3.023488138922039070e+02,4.320168162591805867e+02,2.910248449500722927e+02,3.723647000000000000e+06,8.300000000000000000e+01
4.390179419772332494e+02,3.118665591630615950e+02,4.354936874005289837e+02,3.051078775380606203e+02,4.290818472960314693e+02,2.936448625268111527e+02,3.748639000000000000e+06,8.400000000000000000e+01
4.388005791530973738e+02,3.145667289641481830e+02,4.346444138883719575e+02,3.080864413631122716e+02,4.268801378410108214e+02,2.965388610548170618e+02,3.773634000000000000e+06,8.500000000000000000e+01
4.388960916310427365e+02,3.174386692217029236e+02,4.338848463350341262e+02,3.109253136874888241e+02,4.251817620284674035e+02,2.995297321426539270e+02,3.798618000000000000e+06,8.600000000000000000e+01
4.392492978164951865e+02,3.201059028790915590e+02,4.336474147377834925e+02,3.136491301911166261e+02,4.238116535715554960e+02,3.024638068422533479e+02,3.823614000000000000e+06,8.700000000000000000e+01
4.397852587748016617e+02,3.227193364127689392e+02,4.338024337067523675e+02,3.161898597726012099e+02,4.231383759093122308e+02,3.053175820652326706e+02,3.848606000000000000e+06,8.800000000000000000e+01
4.407460360647431798e+02,3.251318624952065761e+02,4.341569879193618249e+02,3.186987897900902453e+02,4.227317352296788613e+02,3.078192260974984151e+02,3.873596000000000000e+06,8.900000000000000000e+01
4.419127120355814213e+02,3.275945101864758158e+02,4.349761569902003657e+02,3.210870014777219694e+02,4.227127924414735389e+02,3.102415623189673397e+02,3.898589000000000000e+06,9.000000000000000000e+01
4.431605276646734524e+02,3.297086526991097912e+02,4.360301737859773539e+02,3.234397069777927527e+02,4.232534928159389551e+02,3.127586278203293659e+02,3.923573000000000000e+06,9.100000000000000000e+01
4.450049656908918791e+02,3.320453956136605598e+02,4.375031844250529502e+02,3.259310512271594007e+02,4.239882968697702381e+02,3.152673171395017562e+02,3.948552000000000000e+06,9.200000000000000000e+01
4.470166207139052403e+02,3.340161021336758154e+02,4.390476352006965612e+02,3.280324435920555288e+02,4.252475373381243458e+02,3.177958159743237161e+02,3.973552000000000000e+06,9.300000000000000000e+01
4.492155330011273122e+02,3.358900669661219922e+02,4.410695237750936712e+02,3.300805010480146393e+02,4.267442990441156212e+02,3.201701285374398367e+02,3.998545000000000000e+06,9.400000000000000000e+01
4.516188986841399355e+02,3.375738295496901173e+02,4.434010484553328411e+02,3.319603262363572753e+02,4.286986888432656997e+02,3.225529996079978332e+02,4.023537000000000000e+06,9.500000000000000000e+01
4.540601195998691537e+02,3.392229643553854999e+02,4.456426293176441504e+02,3.337893496749424003e+02,4.307943310414811435e+02,3.246901312979546788e+02,4.048527000000000000e+06,9.600000000000000000e+01
4.565761877377923383e+02,3.409245706515245615e+02,4.482488191601073595e+02,3.357483249386194757e+02,4.330616084789971296e+02,3.269112671811581663e+02,4.073525000000000000e+06,9.700000000000000000e+01
4.592411433825513996e+02,3.426053863901577188e+02,4.506490494960942783e+02,3.374380839583410534e+02,4.354949944267815454e+02,3.287828599269466281e+02,4.098523000000000000e+06,9.800000000000000000e+01
4.622152306338606422e+02,3.442246438479365338e+02,4.534252614735808606e+02,3.392147535286870834e+02,4.382383817884867767e+02,3.307906052720246635e+02,4.123501000000000000e+06,9.900000000000000000e+01
4.652003816359762141e+02,3.459978248288132932e+02,4.564204391722828404e+02,3.409792622751233466e+02,4.410042325697342562e+02,3.328563004526330928e+02,4.148492000000000000e+06,1.000000000000000000e+02
4.685837162124086603e+02,3.477078490746672514e+02,4.595987773066088380e+02,3.428892170686423810e+02,4.437773328672498110e+02,3.348272261220159294e+02,4.173482000000000000e+06,1.010000000000000000e+02
4.720088654827376331e+02,3.491837181136102117e+02,4.629038284935043635e+02,3.446456395536387163e+02,4.469171684665089401e+02,3.370582154654969145e+02,4.198472000000000000e+06,1.020000000000000000e+02
4.757837924327405972e+02,3.506959707095971908e+02,4.665307693588516713e+02,3.464634670101320921e+02,4.499677715169758585e+02,3.393657626503570555e+02,4.223460000000000000e+06,1.030000000000000000e+02
4.799400161985415707e+02,3.519470030074795091e+02,4.701818393135270640e+02,3.478991327136175187e+02,4.531270961297037729e+02,3.413581275525603473e+02,4.248453000000000000e+06,1.040000000000000000e+02
4.841342753662524956e+02,3.533302318486590252e+02,4.740930648695423315e+02,3.495283502562774061e+02,4.563865157657925806e+02,3.433215930749398126e+02,4.273450000000000000e+06,1.050000000000000000e+02
4.888615060825194973e+02,3.544321847369121770e+02,4.783090974639368937e+02,3.509412718543748042e+02,4.599789565617776930e+02,3.453816006126826323e+02,4.298439000000000000e+06,1.060000000000000000e+02
4.933683356748445021e+02,3.556112952052820333e+02,4.825383836106306035e+02,3.524193198598511003e+02,4.635816547895145163e+02,3.473262710359790049e+02,4.323426000000000000e+06,1.070000000000000000e+02
4.980303431254894235e+02,3.568461268498691084e+02,4.870863220526581472e+02,3.538557021441199595e+02,4.674539811614328073e+02,3.491112027548155083e+02,4.348418000000000000e+06,1.080000000000000000e+02
5.025886554817780052e+02,3.581039764444549292e+02,4.914039582382983440e+02,3.552709918796837201e+02,4.716293273516999420e+02,3.509680032735737427e+02,4.373415000000000000e+06,1.090000000000000000e+02
5.073475199451549429e+02,3.593207324707604471e+02,4.960389733065953806e+02,3.567287924944180872e+02,4.757474945184135322e+02,3.528597887945671232e+02,4.398407000000000000e+06,1.100000000000000000e+02
5.121114156272104765e+02,3.604968971308235837e+02,5.005653363952343398e+02,3.580748517537193152e+02,4.799739760742728549e+02,3.544214749352714193e+02,4.423388000000000000e+06,1.110000000000000000e+02
5.167798603963875621e+02,3.615284782681172260e+02,5.049329302356454718e+02,3.593160180246137543e+02,4.841178014427373455e+02,3.559956048787462350e+02,4.448355000000000000e+06,1.120000000000000000e+02
5.212419322752574544e+02,3.625290340640560203e+02,5.094799772607453860e+02,3.606253813902693537e+02,4.883097118631655462e+02,3.576208843905874915e+02,4.473346000000000000e+06,1.130000000000000000e+02
5.256736011239421487e+02,3.633113871819588780e+02,5.137790376080095029e+02,3.617238098962779986e+02,4.924157821305136622e+02,3.591965968665051605e+02,4.498359000000000000e+06,1.140000000000000000e+02
5.301937729025296449e+02,3.641984013942218326e+02,5.180379418085019552e+02,3.627962991796040342e+02,4.964900486293304880e+02,3.608730343047213864e+02,4.523351000000000000e+06,1.150000000000000000e+02
5.347094403340735198e+02,3.652423501530615226e+02,5.224007121510169327e+02,3.639784038630315308e+02,5.004945990228271739e+02,3.623870154464418647e+02,4.548343000000000000e+06,1.160000000000000000e+02
5.390311035571370439e+02,3.663122647547360771e+02,5.265162506406321654e+02,3.652194737025313316e+02,5.044385066715056496e+02,3.639614169482124453e+02,4.573309000000000000e+06,1.170000000000000000e+02
5.433975615978674796e+02,3.672897414370857518e+02,5.307680197254392169e+02,3.665449184468949966e+02,5.085762149169404438e+02,3.656414442174307169e+02,4.598323000000000000e+06,1.180000000000000000e+02
5.474907419998348814e+02,3.682593345184307054e+02,5.348604497323691476e+02,3.677464781202639870e+02,5.122574595790119929e+02,3.673614928683193739e+02,4.623315000000000000e+06,1.190000000000000000e+02
5.515525369480225208e+02,3.692543928071029313e+02,5.388069152520404259e+02,3.688524050898780615e+02,5.163453841982975518e+02,3.689054567653406025e+02,4.648304000000000000e+06,1.200000000000000000e+02
5.555785207821755876e+02,3.703005859296008566e+02,5.428078834328548510e+02,3.701345898302989212e+02,5.199502200952213116e+02,3.702688237235916517e+02,4.673295000000000000e+06,1.210000000000000000e+02
5.595115969054797915e+02,3.712997250071022677e+02,5.465526590395028279e+02,3.711860266865631957e+02,5.236701868834805964e+02,3.718560915757102521e+02,4.698287000000000000e+06,1.220000000000000000e+02
5.633213146163257079e+02,3.723105959157613256e+02,5.503799082767444588e+02,3.724390546436700333e+02,5.273548303950636864e+02,3.731641419001244913e+02,4.723281000000000000e+06,1.230000000000000000e+02
5.308750115910346494e+02,3.745037155552802233e+02,5.540472610755291498e+02,3.734694932855014144e+02,5.670666276749157078e+02,3.732526715097512806e+02,4.748270000000000000e+06,1.240000000000000000e+02
5.341900310585763236e+02,3.757465813240950183e+02,5.576029838412737263e+02,3.744719453668757296e+02,5.707783080801187907e+02,3.738993712484535195e+02,4.773260000000000000e+06,1.250000000000000000e+02
5.375103511177641167e+02,3.768876637816077277e+02,5.742154303035460998e+02,3.746841666399708402e+02,5.611072076480559190e+02,3.751617699197010438e+02,4.798253000000000000e+06,1.260000000000000000e+02
5.408661981654577176e+02,3.780094833634576048e+02,5.644290610909588395e+02,3.760298864663322433e+02,5.776611798741965913e+02,3.751752542527574406e+02,4.823241000000000000e+06,1.270000000000000000e+02
5.440630204189036476e+02,3.788660942744254498e+02,5.676353259584293482e+02,3.767299474043603595e+02,5.810527543432687025e+02,3.757488154246736372e+02,4.848233000000000000e+06,1.280000000000000000e+02
5.471014354463711697e+02,3.797766935720039783e+02,5.708313703049471997e+02,3.771457831259451723e+02,5.843314624962495145e+02,3.760257962718790168e+02,4.873221000000000000e+06,1.290000000000000000e+02
5.499864365953809511e+02,3.802648722342211727e+02,5.739723887101658875e+02,3.775388999491215714e+02,5.874710866757146732e+02,3.762664617818216470e+02,4.898213000000000000e+06,1.300000000000000000e+02
5.526219771888394234e+02,3.808777118116011025e+02,5.769238169692347356e+02,3.779172093685492655e+02,5.905218133493887080e+02,3.763710712273188506e+02,4.923203000000000000e+06,1.310000000000000000e+02
5.555253223810700547e+02,3.810036409164482620e+02,5.798014275251294976e+02,3.779333137698313863e+02,5.933899562711814042e+02,3.762829095875905523e+02,4.948196000000000000e+06,1.320000000000000000e+02
5.581087695794059300e+02,3.812698283132353367e+02,5.825817473415290806e+02,3.777610308323645540e+02,5.963248201014324650e+02,3.760147150156698785e+02,4.973185000000000000e+06,1.330000000000000000e+02
5.604145838894046392e+02,3.814365087935272527e+02,5.851974725494322911e+02,3.773810813503855002e+02,5.992020179203370844e+02,3.756915791097887904e+02,4.998177000000000000e+06,1.340000000000000000e+02
5.630131333755143714e+02,3.814445080332907310e+02,5.877628641204906899e+02,3.769829344328895218e+02,6.017095926511050266e+02,3.749907901359817970e+02,5.023168000000000000e+06,1.350000000000000000e+02
5.652927294647181498e+02,3.813467305898725499e+02,5.902165089636936273e+02,3.768254188314802491e+02,6.040866732080726251e+02,3.745082988251350002e+02,5.048159000000000000e+06,1.360000000000000000e+02
5.672501872749404583e+02,3.811714450790812521e+02,5.922554822301850663e+02,3.759989430371069830e+02,6.061336952087408463e+02,3.738468527667683361e+02,5.073156000000000000e+06,1.370000000000000000e+02
5.694426746717996366e+02,3.809627046247235853e+02,5.941515075849323466e+02,3.757174809754561693e+02,6.081385239877160984e+02,3.731300606841140848e+02,5.098138000000000000e+06,1.380000000000000000e+02
5.710693838837412386e+02,3.809108844054692895e+02,5.958735101272571910e+02,3.751659922995300462e+02,6.099423799695002799e+02,3.724336314883323098e+02,5.123130000000000000e+06,1.390000000000000000e+02
5.726629258461700829e+02,3.806554655170801311e+02,5.975220581515936829e+02,3.748107527830291588e+02,6.113417531381606977e+02,3.716825402841845971e+02,5.148126000000000000e+06,1.400000000000000000e+02
5.737774637850889121e+02,3.802021133373601742e+02,5.987628198924606977e+02,3.740792645706872008e+02,6.125330548686927159e+02,3.710465437055178199e+02,5.173112000000000000e+06,1.410000000000000000e+02
5.748427705938142935e+02,3.800004175472936367e+02,5.995045628421304400e+02,3.737443543898031066e+02,6.132198608699131910e+02,3.702864658820099635e+02,5.198101000000000000e+06,1.420000000000000000e+02
5.754058637651394292e+02,3.797214933692744125e+02,5.998974882775521564e+02,3.732145345054867676e+02,6.136708084945101973e+02,3.699185713849892636e+02,5.223093000000000000e+06,1.430000000000000000e+02
5.756279533824831560e+02,3.795281831019323135e+02,5.998877556507669624e+02,3.730113417322726264e+02,6.138003866426906825e+02,3.694326543266171825e+02,5.248085000000000000e+06,1.440000000000000000e+02
5.754024789898278414e+02,3.791016376482613168e+02,5.996815823693207221e+02,3.725606313626561814e+02,6.134618139662043177e+02,3.691472988552154106e+02,5.273073000000000000e+06,1.450000000000000000e+02
5.748407786419362537e+02,3.786933557353032711e+02,5.990564981427064595e+02,3.721766091157620053e+02,6.128342988593335576e+02,3.688777632377369287e+02,5.298069000000000000e+06,1.460000000000000000e+02
5.735774854981699491e+02,3.781324559546336559e+02,5.978532422296231061e+02,3.719627120189207403e+02,6.118080648123847141e+02,3.687620943015687658e+02,5.323058000000000000e+06,1.470000000000000000e+02
5.723539282212234411e+02,3.778486910954908922e+02,5.966392532736591647e+02,3.715631086832645451e+02,6.102925198394606241e+02,3.684970594552751209e+02,5.348053000000000000e+06,1.480000000000000000e+02
5.704756769746156806e+02,3.771021833730881667e+02,5.946072653704500226e+02,3.711015947513910760e+02,6.082799416999059758e+02,3.681475199326536085e+02,5.373013000000000000e+06,1.490000000000000000e+02
5.684166627010172306e+02,3.762775368458998173e+02,5.924075678672597860e+02,3.708426893848140367e+02,6.060732455289931977e+02,3.679763106214327877e+02,5.398029000000000000e+06,1.500000000000000000e+02
5.655637299755863978e+02,3.756983965708790265e+02,5.898892442742643425e+02,3.703938957977505311e+02,6.034135346427975719e+02,3.678535635728255784e+02,5.423020000000000000e+06,1.510000000000000000e+02
5.629103730533497583e+02,3.749280185683583113e+02,5.868962257616157103e+02,3.699661739356417343e+02,6.005020412872934230e+02,3.677125964438421875e+02,5.448014000000000000e+06,1.520000000000000000e+02
5.597907291824853928e+02,3.740255615247646119e+02,5.839545408310896164e+02,3.694131845393774825e+02,5.973750586675379282e+02,3.673637767333565307e+02,5.473001000000000000e+06,1.530000000000000000e+02
5.564747460118608160e+02,3.731513308372548181e+02,5.805386684582791759e+02,3.689575415461442844e+02,5.940227097838157988e+02,3.670116594329083455e+02,5.497994000000000000e+06,1.540000000000000000e+02
5.530183064604231049e+02,3.722709338785597311e+02,5.770967865939253443e+02,3.685641547773582829e+02,5.904737264693019370e+02,3.668839426079158557e+02,5.522979000000000000e+06,1.550000000000000000e+02
5.494695294950278139e+02,3.713298429035860408e+02,5.732672185567736278e+02,3.681057758237819257e+02,5.866018185708499004e+02,3.666959219900332982e+02,5.547972000000000000e+06,1.560000000000000000e+02
5.455254908614467695e+02,3.701851631927027029e+02,5.692901773372644811e+02,3.676682268938802167e+02,5.826269824940418403e+02,3.664055490576202487e+02,5.572964000000000000e+06,1.570000000000000000e+02
5.415724850254441662e+02,3.691104617839620232e+02,5.652242852523434067e+02,3.669487458629163825e+02,5.785410465122957930e+02,3.660021720872041442e+02,5.597954000000000000e+06,1.580000000000000000e+02
5.374083609619680146e+02,3.678361818354561024e+02,5.741722047871767245e+02,3.654910677129851138e+02,5.609098445282596686e+02,3.659921859522872296e+02,5.622949000000000000e+06,1.590000000000000000e+02
5.331455787641261850e+02,3.663137844880236003e+02,5.698937428969784378e+02,3.651499963903528965e+02,5.566799045112124986e+02,3.653294385091153345e+02,5.647935000000000000e+06,1.600000000000000000e+02
5.656712273094696002e+02,3.646294031529515678e+02,5.524712111920996449e+02,3.643785116090261909e+02,5.291073876626458059e+02,3.646332702923389775e+02,5.672930000000000000e+06,1.610000000000000000e+02
