5.034569310260201291e+02,3.011795398922214417e+02,5.125583763061267746e+02,2.927784533131297735e+02,5.303747640675561570e+02,2.778068421233862182e+02,2.502000000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
5.043171041840363387e+02,3.016030362031121399e+02,5.132569765815552500e+02,2.931470157412001640e+02,5.312568234810295280e+02,2.781822864627470153e+02,5.000600000000000000e+04,2.000000000000000000e+00,0.000000000000000000e+00
5.052912876933688722e+02,3.020303336522018753e+02,5.143801562168184773e+02,2.935092603403401199e+02,5.321337362931412827e+02,2.785310000286283412e+02,7.500300000000000000e+04,3.000000000000000000e+00,0.000000000000000000e+00
5.063208029336589107e+02,3.024963463451020971e+02,5.154283701051510889e+02,2.941474339774089231e+02,5.331216028576188819e+02,2.790765661431875060e+02,9.996300000000000000e+04,4.000000000000000000e+00,0.000000000000000000e+00
5.074736319919447851e+02,3.031054700811868088e+02,5.164119876619057550e+02,2.946105909960523945e+02,5.342482191561948639e+02,2.796227735241041614e+02,1.249710000000000000e+05,5.000000000000000000e+00,0.000000000000000000e+00
5.084518850186919963e+02,3.039017552354678742e+02,5.175149813717434881e+02,2.955059867697823961e+02,5.355206499369536459e+02,2.805625351925845052e+02,1.499690000000000000e+05,6.000000000000000000e+00,0.000000000000000000e+00
5.098633251063074567e+02,3.046635265143515880e+02,5.187744048873491920e+02,2.964551597455793512e+02,5.368905093895087930e+02,2.815430093906933848e+02,1.749630000000000000e+05,7.000000000000000000e+00,0.000000000000000000e+00
5.110039527422327410e+02,3.059394350570941015e+02,5.202998617827819317e+02,2.974655126452583431e+02,5.381050670754007115e+02,2.826568946845668506e+02,1.999260000000000000e+05,8.000000000000000000e+00,0.000000000000000000e+00
5.123141527910989907e+02,3.070265163147589078e+02,5.214359952529549673e+02,2.987247886015603058e+02,5.395886753253495272e+02,2.840169579707691696e+02,2.249400000000000000e+05,9.000000000000000000e+00,0.000000000000000000e+00
5.134610932271162937e+02,3.083317409596340326e+02,5.226562606410011540e+02,2.999268203481535693e+02,5.409258604790383060e+02,2.855933028802874105e+02,2.499320000000000000e+05,1.000000000000000000e+01,0.000000000000000000e+00
5.147315573855106550e+02,3.096526639207216363e+02,5.240426651637261557e+02,3.013981316743129355e+02,5.422233260655348204e+02,2.868307076007410501e+02,2.749240000000000000e+05,1.100000000000000000e+01,0.000000000000000000e+00
5.159032993640169025e+02,3.107672702974124377e+02,5.253355699028468280e+02,3.024987590152043140e+02,5.436434869258636127e+02,2.881353622603666054e+02,2.999140000000000000e+05,1.200000000000000000e+01,0.000000000000000000e+00
5.170473109162878700e+02,3.118101157059697357e+02,5.265087070173807433e+02,3.036349322161750592e+02,5.449679721311364347e+02,2.893709840986877566e+02,3.249100000000000000e+05,1.300000000000000000e+01,0.000000000000000000e+00
5.182079053598397422e+02,3.127219916514726492e+02,5.275838620923479994e+02,3.046187419250388189e+02,5.464192846978583020e+02,2.904611172589879970e+02,3.498940000000000000e+05,1.400000000000000000e+01,0.000000000000000000e+00
5.193236023044838703e+02,3.135262821631606585e+02,5.288399449750528447e+02,3.055266356721697321e+02,5.476610523120540392e+02,2.913229897057429980e+02,3.748870000000000000e+05,1.500000000000000000e+01,0.000000000000000000e+00
5.203796842227998241e+02,3.140806632266464931e+02,5.300379866262805990e+02,3.061640329566192804e+02,5.490837317731721896e+02,2.920994621397431956e+02,3.998520000000000000e+05,1.600000000000000000e+01,0.000000000000000000e+00
5.213902034000892627e+02,3.145583156983353774e+02,5.311590198681709580e+02,3.065996870984416205e+02,5.503070418958781147e+02,2.926641431981532833e+02,4.248660000000000000e+05,1.700000000000000000e+01,0.000000000000000000e+00
5.223630325696307182e+02,3.150706988215108595e+02,5.323717341746231568e+02,3.071793139747641703e+02,5.515915372408300072e+02,2.933399332514960633e+02,4.498330000000000000e+05,1.800000000000000000e+01,0.000000000000000000e+00
5.233258562977919155e+02,3.153688082149820957e+02,5.332482783990836879e+02,3.075007990115735197e+02,5.527101998931588014e+02,2.937712586124423524e+02,4.748490000000000000e+05,1.900000000000000000e+01,0.000000000000000000e+00
5.242553080748381262e+02,3.156071125011351342e+02,5.342641713511275157e+02,3.077243736831858314e+02,5.537979955914067887e+02,2.940691885281170812e+02,4.998150000000000000e+05,2.000000000000000000e+01,0.000000000000000000e+00
5.250707345189018724e+02,3.156928692897452038e+02,5.350360402021725577e+02,3.079649204785491179e+02,5.548167399312415000e+02,2.943067579898283839e+02,5.248280000000000000e+05,2.100000000000000000e+01,0.000000000000000000e+00
5.256368658375959058e+02,3.157211129878010638e+02,5.358291387542934672e+02,3.080363582664483602e+02,5.556223583618710791e+02,2.945473944884494131e+02,5.498050000000000000e+05,2.200000000000000000e+01,0.000000000000000000e+00
5.262445952877438913e+02,3.158078308542093851e+02,5.362406701698542975e+02,3.081550626416727710e+02,5.563639577590994350e+02,2.946238755856535363e+02,5.748000000000000000e+05,2.300000000000000000e+01,0.000000000000000000e+00
5.264853037837375496e+02,3.159820266899659487e+02,5.368700944949239329e+02,3.082762824683391045e+02,5.567685002040641393e+02,2.948665651737324538e+02,5.997800000000000000e+05,2.400000000000000000e+01,0.000000000000000000e+00
5.270072560163463322e+02,3.159969035899853793e+02,5.371157302414483183e+02,3.084378291902413594e+02,5.572039204848988447e+02,2.948803892728416258e+02,6.247680000000000000e+05,2.500000000000000000e+01,0.000000000000000000e+00
5.271733027155771651e+02,3.160546364393426302e+02,5.374095675550131546e+02,3.085873794839612287e+02,5.574665980475858760e+02,2.951076840700100092e+02,6.497600000000000000e+05,2.600000000000000000e+01,0.000000000000000000e+00
5.273910569607758134e+02,3.163002198891306875e+02,5.375383170784235745e+02,3.087364466218498364e+02,5.576925216336702533e+02,2.952454233055572104e+02,6.747760000000000000e+05,2.700000000000000000e+01,0.000000000000000000e+00
5.273910569607758134e+02,3.163002198891306875e+02,5.377093419868288038e+02,3.089354571485480392e+02,5.576378993491573510e+02,2.953533373256997265e+02,6.997700000000000000e+05,2.800000000000000000e+01,0.000000000000000000e+00
5.274721324543652372e+02,3.164997043005327555e+02,5.376584001824908228e+02,3.089800456034490708e+02,5.578036637439956849e+02,2.955019993291082869e+02,7.247570000000000000e+05,2.900000000000000000e+01,0.000000000000000000e+00
5.274298680037120448e+02,3.165232466054897031e+02,5.376650104931337637e+02,3.089880573697225827e+02,5.577440243506065372e+02,2.955007151581481253e+02,7.497480000000000000e+05,3.000000000000000000e+01,0.000000000000000000e+00
5.273900742323597797e+02,3.164355253995724979e+02,5.377093419868288038e+02,3.089354571485480392e+02,5.578485541467435951e+02,2.954819014126347838e+02,7.747380000000000000e+05,3.100000000000000000e+01,0.000000000000000000e+00
5.272069622466643750e+02,3.160659744595851066e+02,5.374436699647293381e+02,3.088293255558779720e+02,5.579514098316739137e+02,2.955791484453600333e+02,7.997260000000000000e+05,3.200000000000000000e+01,0.000000000000000000e+00
5.269434418599259971e+02,3.157256655635029574e+02,5.373505639340273774e+02,3.085580622105561019e+02,5.582411668832688747e+02,2.955246266484102193e+02,8.247240000000000000e+05,3.300000000000000000e+01,0.000000000000000000e+00
5.265086519511795586e+02,3.154667682933006745e+02,5.373102893524778665e+02,3.083163706638282520e+02,5.583320679032904081e+02,2.955702034609754492e+02,8.497150000000000000e+05,3.400000000000000000e+01,0.000000000000000000e+00
5.260387131340324913e+02,3.149901709658616369e+02,5.370353601551590828e+02,3.081684646480330798e+02,5.585275221697755796e+02,2.956036386255727848e+02,8.747030000000000000e+05,3.500000000000000000e+01,0.000000000000000000e+00
5.255925736012995912e+02,3.145595147739419417e+02,5.366799346305128893e+02,3.079007441932725442e+02,5.586075373767089332e+02,2.958485221779342282e+02,8.996890000000000000e+05,3.600000000000000000e+01,0.000000000000000000e+00
5.250486335957825759e+02,3.141358516865561796e+02,5.364024447167258813e+02,3.078103897357093501e+02,5.586392634677848719e+02,2.962244104566458418e+02,9.246810000000000000e+05,3.700000000000000000e+01,0.000000000000000000e+00
5.244869806590807002e+02,3.137352905390440583e+02,5.360888042525195942e+02,3.075406129484337612e+02,5.586256783565978594e+02,2.965237522675560626e+02,9.496690000000000000e+05,3.800000000000000000e+01,0.000000000000000000e+00
5.237192481736736909e+02,3.134620937176593429e+02,5.355653427524097197e+02,3.075222332389676581e+02,5.586090019357936853e+02,2.968459321748171078e+02,9.746640000000000000e+05,3.900000000000000000e+01,0.000000000000000000e+00
5.229104740207172881e+02,3.132810614349839398e+02,5.349237755364464419e+02,3.075370828821708642e+02,5.581124335082035941e+02,2.973457529873406315e+02,9.996550000000000000e+05,4.000000000000000000e+01,0.000000000000000000e+00
5.220320225434841177e+02,3.131255412193392544e+02,5.340708392891647236e+02,3.074224093244238816e+02,5.574579010995255430e+02,2.977385989818569101e+02,1.024643000000000000e+06,4.100000000000000000e+01,0.000000000000000000e+00
5.209289187866913835e+02,3.129721941525526177e+02,5.330256818106504397e+02,3.075265714904592755e+02,5.566796451185894057e+02,2.981871812008322422e+02,1.049634000000000000e+06,4.200000000000000000e+01,0.000000000000000000e+00
5.196086177657961116e+02,3.125876290030282689e+02,5.319641373185523889e+02,3.072877957363685937e+02,5.556483304537403001e+02,2.985592299102714833e+02,1.074623000000000000e+06,4.300000000000000000e+01,0.000000000000000000e+00
5.181654630056373207e+02,3.124438521901305421e+02,5.304963253025243830e+02,3.074204640825944921e+02,5.545092197083032488e+02,2.988561890902068967e+02,1.099621000000000000e+06,4.400000000000000000e+01,0.000000000000000000e+00
5.166388669268554850e+02,3.122449361896257187e+02,5.290145993284186261e+02,3.071944715338696597e+02,5.530883061276218768e+02,2.991834161681113073e+02,1.124608000000000000e+06,4.500000000000000000e+01,0.000000000000000000e+00
5.148535328317969970e+02,3.120549770528846807e+02,5.273624423497504949e+02,3.072229955381751552e+02,5.516144280230163304e+02,2.995409990234930433e+02,1.149603000000000000e+06,4.600000000000000000e+01,0.000000000000000000e+00
5.129106380409272106e+02,3.118982065316081389e+02,5.255380265879074386e+02,3.072253625019698688e+02,5.498959743712979389e+02,2.999945392376951077e+02,1.174587000000000000e+06,4.700000000000000000e+01,0.000000000000000000e+00
5.108529744512676984e+02,3.115317148391806086e+02,5.234661451634731293e+02,3.073659776793834340e+02,5.478957065512475992e+02,3.005190106999698401e+02,1.199578000000000000e+06,4.800000000000000000e+01,0.000000000000000000e+00
5.084888894333974463e+02,3.112623087224345682e+02,5.212691360901631015e+02,3.072605581353191155e+02,5.459010611977137160e+02,3.009954597174431683e+02,1.224567000000000000e+06,4.900000000000000000e+01,0.000000000000000000e+00
5.059761598338426438e+02,3.110698739498303667e+02,5.189660297494494898e+02,3.071589819734393814e+02,5.436492764201948376e+02,3.014698121572413925e+02,1.249563000000000000e+06,5.000000000000000000e+01,0.000000000000000000e+00
5.034815352527857613e+02,3.107453138231728644e+02,5.164042869698521372e+02,3.072543740028351067e+02,5.411725160093874365e+02,3.021331211944718689e+02,1.274558000000000000e+06,5.100000000000000000e+01,0.000000000000000000e+00
5.006320856415146636e+02,3.103075815656013674e+02,5.136680250121518156e+02,3.072239871732949155e+02,5.386064323826766440e+02,3.027307162903986182e+02,1.299542000000000000e+06,5.200000000000000000e+01,0.000000000000000000e+00
4.978868305500830616e+02,3.099756510434973507e+02,5.109050124693608268e+02,3.071064776267964476e+02,5.358997766680516861e+02,3.031371444210144546e+02,1.324520000000000000e+06,5.300000000000000000e+01,0.000000000000000000e+00
4.946418264469905353e+02,3.094928248239865525e+02,5.079876511534894803e+02,3.070572918722821214e+02,5.329600690902286715e+02,3.039323992701375232e+02,1.349525000000000000e+06,5.400000000000000000e+01,0.000000000000000000e+00
4.915978674736920766e+02,3.090637767001602469e+02,5.049894425342477575e+02,3.068796206734900238e+02,5.303093481826467723e+02,3.042013124501855827e+02,1.374489000000000000e+06,5.500000000000000000e+01,0.000000000000000000e+00
4.885371691681671109e+02,3.084604836679823165e+02,5.020819777833361286e+02,3.066952830892199131e+02,5.272324040420546680e+02,3.044499785605623856e+02,1.399505000000000000e+06,5.600000000000000000e+01,0.000000000000000000e+00
4.539090937530463066e+02,3.127082950052559909e+02,4.624858873099719290e+02,3.030565490482781001e+02,4.664035237220624026e+02,2.992303713639445277e+02,1.499475000000000000e+06,6.000000000000000000e+01,1.000000000000000000e+00
4.540191225140681581e+02,3.113610091714156169e+02,4.624252073436300066e+02,3.007390607479669598e+02,4.662951346240114958e+02,2.970113462861174867e+02,1.524436000000000000e+06,6.100000000000000000e+01,1.000000000000000000e+00
4.541155153440158756e+02,3.101185692846964344e+02,4.624275052628397589e+02,2.991313833624698759e+02,4.660514248559364319e+02,2.950127945087879766e+02,1.549455000000000000e+06,6.200000000000000000e+01,1.000000000000000000e+00
4.543771927901116783e+02,3.086894027831692711e+02,4.625006313801304145e+02,2.977487402670884649e+02,4.660677283461288312e+02,2.935139544346046705e+02,1.574444000000000000e+06,6.300000000000000000e+01,1.000000000000000000e+00
4.546751719372035154e+02,3.074739483432464908e+02,4.623240169696915132e+02,2.968771660423333287e+02,4.660502845188663628e+02,2.925309689458327398e+02,1.599437000000000000e+06,6.400000000000000000e+01,1.000000000000000000e+00
4.733552633556416254e+02,3.204642045994496584e+02,4.719716686680222892e+02,3.111272513764449741e+02,4.720506836375725470e+02,2.982746516248953412e+02,2.574077000000000000e+06,1.030000000000000000e+02,1.000000000000000000e+00
4.744640960189706789e+02,3.252333591344751653e+02,4.751925104366266623e+02,3.162241033658599463e+02,4.745696180217777851e+02,2.973898153699917657e+02,2.624030000000000000e+06,1.050000000000000000e+02,1.000000000000000000e+00
4.754506078400884235e+02,3.281895845386486599e+02,4.758004713538697388e+02,3.180277934961320625e+02,4.758257092683425640e+02,2.978385828145983965e+02,2.649047000000000000e+06,1.060000000000000000e+02,1.000000000000000000e+00
4.754958665448760939e+02,3.326512083504057955e+02,4.744250824611415283e+02,3.210850888462690023e+02,4.721999212128652061e+02,2.994990959288091403e+02,2.674028000000000000e+06,1.070000000000000000e+02,0.000000000000000000e+00
4.781814850808057145e+02,3.338933056906383854e+02,4.755709110074935779e+02,3.223535528751579591e+02,4.702134125783333616e+02,3.015445301928126582e+02,2.699020000000000000e+06,1.080000000000000000e+02,0.000000000000000000e+00
4.809912871972926496e+02,3.349280795138823805e+02,4.774313034715828508e+02,3.234069544273973520e+02,4.703986413299327296e+02,3.028467608685352275e+02,2.724015000000000000e+06,1.090000000000000000e+02,0.000000000000000000e+00
4.781074083276755573e+02,3.482545457128796897e+02,4.817916528001280199e+02,3.348503201625107977e+02,4.837362516180767784e+02,3.129749938942586596e+02,2.848968000000000000e+06,1.140000000000000000e+02,1.000000000000000000e+00
4.785581688717044244e+02,3.497370175529247831e+02,4.827749353174834823e+02,3.368269169296246446e+02,4.856725333255589589e+02,3.148058410190033101e+02,2.873962000000000000e+06,1.150000000000000000e+02,1.000000000000000000e+00
4.942844388996103930e+02,3.359764904049461052e+02,4.848506032395978878e+02,3.276351101905149790e+02,4.665989641979529097e+02,3.134200556469436378e+02,2.873961000000000000e+06,1.150000000000000000e+02,0.000000000000000000e+00
4.958116607242067744e+02,3.361217588939104530e+02,4.853815382238191205e+02,3.286223548582906346e+02,4.661945223927555162e+02,3.151567539967345510e+02,2.898945000000000000e+06,1.160000000000000000e+02,0.000000000000000000e+00
4.789251727249931037e+02,3.511357151023758547e+02,4.836595742662169073e+02,3.384338721455552559e+02,4.874763896662566935e+02,3.173796524011322049e+02,2.898956000000000000e+06,1.160000000000000000e+02,1.000000000000000000e+00
4.792651209644337200e+02,3.526649808272958921e+02,4.843530802222849729e+02,3.404868196094359973e+02,4.888123539508363820e+02,3.203708289489418348e+02,2.923948000000000000e+06,1.170000000000000000e+02,1.000000000000000000e+00
4.972586952093537889e+02,3.365677736118789198e+02,4.862481474820071981e+02,3.295835298257567842e+02,4.655811456443196334e+02,3.178132392133626354e+02,2.923939000000000000e+06,1.170000000000000000e+02,0.000000000000000000e+00
4.984087319322062513e+02,3.368407371920558262e+02,4.867793692622786921e+02,3.308378125774631826e+02,4.650380639929289828e+02,3.207921374926568774e+02,2.948936000000000000e+06,1.180000000000000000e+02,0.000000000000000000e+00
4.991101257044446129e+02,3.370362648930885143e+02,4.871522658321143808e+02,3.317461096135330649e+02,4.646991639316183864e+02,3.234869109374796494e+02,2.973917000000000000e+06,1.190000000000000000e+02,0.000000000000000000e+00
4.994289422180283964e+02,3.376733508296518949e+02,4.871491248899664583e+02,3.331194513836000510e+02,4.640393509140374135e+02,3.260148401292778999e+02,2.998909000000000000e+06,1.200000000000000000e+02,0.000000000000000000e+00
4.993428766853143657e+02,3.388317903780140909e+02,4.869423684264998542e+02,3.346356324409867398e+02,4.637407349074579770e+02,3.282863571040691681e+02,3.023904000000000000e+06,1.210000000000000000e+02,0.000000000000000000e+00
4.989621248643238118e+02,3.400022680609768599e+02,4.865530272465010171e+02,3.361399220560604135e+02,4.633494387255756237e+02,3.304926180544442786e+02,3.048889000000000000e+06,1.220000000000000000e+02,0.000000000000000000e+00
